,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,renovated,MHI
20789,3.0,2.25,1440.0,1362.0,3.0,0.0,0.0,3,7,1440.0,0.0,2014,98117,47.6908,-122.365,1180.0,2603.0,0,104083.0
20790,3.0,2.5,2185.0,6042.0,2.0,0.0,0.0,3,9,2185.0,0.0,2009,98030,47.3573,-122.20200000000001,2297.0,5876.0,0,62368.0
20791,4.0,1.5,1500.0,2106.0,2.0,0.0,0.0,3,7,1500.0,0.0,2014,98108,47.5669,-122.29700000000001,1490.0,2175.0,0,76705.0
20792,3.0,2.5,1769.0,7324.0,2.0,0.0,0.0,3,9,1769.0,0.0,2012,98092,47.3307,-122.18799999999999,2502.0,6017.0,0,114031.0
20793,4.0,4.0,3650.0,18223.0,2.0,0.0,3.0,3,9,3330.0,320.0,2013,98006,47.5442,-122.116,3220.0,11022.0,0,182870.0
20794,4.0,2.5,2160.0,6223.0,2.0,0.0,0.0,3,8,2160.0,0.0,2010,98038,47.3494,-122.042,2160.0,5555.0,0,96682.0
20795,3.0,2.5,1820.0,374616.0,2.0,0.0,0.0,3,7,1820.0,0.0,1999,98014,47.6539,-121.959,1870.0,220654.0,0,154574.0
20796,3.0,2.5,2370.0,4200.0,2.0,0.0,0.0,3,8,2370.0,0.0,2014,98038,47.3706,-122.01700000000001,2370.0,4200.0,0,121696.0
20797,3.0,3.0,3180.0,2758.0,2.0,0.0,2.0,3,11,2240.0,940.0,2008,98109,47.6377,-122.34200000000001,2420.0,2758.0,0,142188.0
20798,3.0,2.5,1780.0,4077.0,2.0,0.0,0.0,3,8,1780.0,0.0,2011,98038,47.3568,-122.056,1970.0,4077.0,0,102350.0
20799,4.0,3.5,2650.0,3127.0,2.0,0.0,0.0,3,8,2230.0,420.0,2011,98027,47.5381,-122.046,2330.0,3137.0,0,76359.0
20800,5.0,2.75,3300.0,7560.0,2.0,0.0,0.0,3,10,3300.0,0.0,2007,98052,47.6467,-122.118,3150.0,8580.0,0,133917.0
20801,2.0,2.5,1160.0,1219.0,3.0,0.0,0.0,3,8,1160.0,0.0,2007,98107,47.6543,-122.35799999999999,1320.0,2800.0,0,129295.0
20802,3.0,3.0,3460.0,5353.0,2.0,0.0,0.0,3,10,2850.0,610.0,2007,98116,47.5858,-122.39299999999999,2460.0,6325.0,0,155545.0
20803,3.0,2.5,1390.0,2450.0,2.0,0.0,0.0,3,7,1390.0,0.0,2009,98118,47.5298,-122.26899999999999,1390.0,2450.0,0,50294.0
20804,2.0,2.5,1260.0,1131.0,3.0,0.0,0.0,3,8,1260.0,0.0,2006,98107,47.6715,-122.384,1490.0,2500.0,0,117243.0
20805,5.0,2.75,2940.0,5225.0,2.0,0.0,0.0,3,8,2760.0,180.0,2010,98052,47.6879,-122.10700000000001,3090.0,6261.0,0,115170.0
20806,5.0,3.5,3190.0,4247.0,2.0,0.0,0.0,3,8,2430.0,760.0,2013,98052,47.7016,-122.103,2580.0,3989.0,0,151786.0
20807,4.0,3.5,3930.0,6120.0,2.0,0.0,0.0,3,10,3310.0,620.0,2007,98105,47.6646,-122.28,3390.0,6120.0,0,205371.0
20808,5.0,3.75,3570.0,10125.0,2.0,0.0,0.0,3,10,3570.0,0.0,2014,98040,47.5639,-122.223,1760.0,10125.0,0,193611.0
20809,3.0,2.5,2420.0,4725.0,2.0,0.0,0.0,3,8,2420.0,0.0,2014,98038,47.371,-122.01799999999999,2370.0,4200.0,0,121696.0
20810,3.0,2.75,3400.0,7200.0,2.0,0.0,2.0,3,9,2470.0,930.0,2009,98056,47.4878,-122.191,1580.0,8676.0,0,53392.0
20811,4.0,2.5,2478.0,6079.0,2.0,0.0,0.0,3,8,2478.0,0.0,2012,98030,47.3524,-122.175,2279.0,6079.0,0,114031.0
20812,4.0,2.5,3070.0,7830.0,2.0,0.0,2.0,3,11,1970.0,1100.0,2009,98144,47.593,-122.291,2440.0,4682.0,0,105461.0
20813,4.0,3.5,3200.0,7605.0,2.0,0.0,2.0,3,9,2500.0,700.0,2013,98198,47.3443,-122.32700000000001,2240.0,4416.0,0,99605.0
20814,5.0,3.25,5790.0,12739.0,2.0,0.0,3.0,3,10,4430.0,1360.0,2014,98006,47.538000000000004,-122.11399999999999,5790.0,13928.0,0,182870.0
20815,3.0,2.25,1590.0,926.0,3.0,0.0,0.0,3,8,1590.0,0.0,2014,98136,47.5402,-122.387,1640.0,1321.0,0,145022.0
20816,3.0,3.0,1730.0,1442.0,2.0,0.0,0.0,3,8,1440.0,290.0,2008,98106,47.5344,-122.348,1370.0,1524.0,0,96410.0
20817,4.0,2.5,2303.0,3680.0,2.0,0.0,0.0,3,8,2303.0,0.0,2013,98001,47.2599,-122.28299999999999,2303.0,3760.0,0,102803.0
20818,3.0,2.5,1790.0,3754.0,2.0,0.0,0.0,3,8,1790.0,0.0,2013,98065,47.534,-121.84100000000001,1800.0,3393.0,0,153611.0
20819,3.0,3.5,2490.0,3517.0,2.0,0.0,0.0,3,8,1720.0,770.0,2005,98027,47.5341,-122.06700000000001,1600.0,2378.0,0,182870.0
20820,4.0,2.5,2669.0,5385.0,2.0,0.0,0.0,3,9,2669.0,0.0,2014,98092,47.3262,-122.165,2669.0,4645.0,0,91484.0
20821,4.0,3.25,2610.0,2552.0,2.0,0.0,0.0,3,10,2160.0,450.0,2008,98027,47.5322,-122.07600000000001,2610.0,2664.0,0,182870.0
20822,6.0,5.25,6160.0,27490.0,2.0,0.0,0.0,3,11,4040.0,2120.0,2007,98074,47.6094,-122.023,4225.0,9100.0,0,177284.0
20823,2.0,1.75,1290.0,1493.0,2.0,0.0,0.0,3,8,1290.0,0.0,2014,98106,47.5171,-122.346,1410.0,1875.0,0,40125.0
20824,5.0,3.5,3560.0,5008.0,2.0,0.0,0.0,3,8,2810.0,750.0,2013,98106,47.5542,-122.359,2910.0,5026.0,0,96410.0
20825,4.0,3.25,4360.0,6000.0,2.0,0.0,3.0,3,11,3400.0,960.0,2007,98027,47.5408,-121.994,4310.0,6000.0,0,139094.0
20826,3.0,2.25,1230.0,1238.0,2.0,0.0,0.0,3,8,1080.0,150.0,2009,98199,47.6519,-122.384,1230.0,953.0,0,103547.0
20827,4.0,3.25,3640.0,60086.0,2.0,0.0,0.0,3,10,3640.0,0.0,2005,98074,47.6328,-122.016,2900.0,51721.0,0,176042.0
20828,2.0,2.5,1780.0,2493.0,3.0,0.0,0.0,3,8,1780.0,0.0,1981,98107,47.6704,-122.35799999999999,2050.0,4400.0,0,127337.0
20829,3.0,1.5,1140.0,1069.0,3.0,0.0,0.0,3,8,1140.0,0.0,2005,98103,47.6907,-122.34200000000001,1230.0,1276.0,0,81204.0
20830,3.0,2.0,1270.0,1320.0,3.0,0.0,0.0,3,8,1270.0,0.0,2006,98103,47.6937,-122.34200000000001,1370.0,1320.0,0,81204.0
20831,5.0,3.5,2780.0,3583.0,2.0,0.0,0.0,3,8,2180.0,600.0,2005,98059,47.4879,-122.152,2640.0,3850.0,0,111824.0
20832,4.0,2.5,1912.0,5000.0,2.0,0.0,0.0,3,8,1912.0,0.0,2012,98001,47.3511,-122.275,2020.0,5000.0,0,90343.0
20833,4.0,2.5,2300.0,9690.0,2.0,0.0,0.0,3,8,2300.0,0.0,2006,98023,47.2793,-122.352,1200.0,9085.0,0,86842.0
20834,3.0,2.5,2828.0,4050.0,2.0,0.0,0.0,3,8,2828.0,0.0,2013,98030,47.382,-122.197,2513.0,4507.0,0,45887.0
20835,4.0,2.5,2425.0,9017.0,2.0,0.0,0.0,3,9,2425.0,0.0,2013,98001,47.3003,-122.26299999999999,2725.0,7019.0,0,73583.0
20836,4.0,3.25,3730.0,4560.0,2.0,0.0,0.0,3,9,2760.0,970.0,2015,98103,47.6725,-122.33,1800.0,4560.0,0,121632.0
20837,1.0,1.0,730.0,1942.0,1.0,0.0,0.0,3,7,730.0,0.0,2009,98144,47.5943,-122.29899999999999,1020.0,2044.0,0,105461.0
20838,2.0,2.5,1990.0,1756.0,3.0,0.0,0.0,3,9,1780.0,210.0,2005,98102,47.6264,-122.323,1955.0,1438.0,0,147625.0
20839,3.0,2.5,1300.0,812.0,2.0,0.0,0.0,3,8,880.0,420.0,2008,98144,47.5893,-122.31700000000001,1300.0,824.0,0,69209.0
20840,4.0,2.5,2560.0,7492.0,2.0,0.0,0.0,3,8,2560.0,0.0,2014,98188,47.4467,-122.287,1260.0,11541.0,0,42750.0
20841,5.0,2.5,2450.0,5047.0,2.0,0.0,0.0,3,8,2450.0,0.0,2007,98011,47.7724,-122.16799999999999,2450.0,4478.0,0,119255.0
20842,2.0,1.5,1440.0,725.0,2.0,0.0,0.0,3,8,1100.0,340.0,2011,98126,47.5607,-122.37799999999999,1440.0,4255.0,0,121777.0
20843,3.0,2.25,1140.0,1557.0,3.0,0.0,0.0,3,8,1140.0,0.0,2007,98103,47.6947,-122.34200000000001,1140.0,1245.0,0,81204.0
20844,2.0,1.5,1110.0,957.0,2.0,0.0,0.0,3,8,930.0,180.0,2005,98119,47.6319,-122.36200000000001,1680.0,1104.0,0,147066.0
20845,3.0,2.5,2620.0,43832.0,2.0,0.0,0.0,3,8,2620.0,0.0,2013,98053,47.655,-122.009,2620.0,120686.0,0,154574.0
20846,3.0,2.5,1690.0,1200.0,2.0,0.0,0.0,3,8,1410.0,280.0,2014,98106,47.5388,-122.367,1740.0,1664.0,0,67617.0
20847,2.0,2.75,1950.0,1610.0,3.0,0.0,0.0,3,8,1950.0,0.0,2009,98144,47.5925,-122.302,910.0,1745.0,0,105461.0
20848,4.0,3.5,3530.0,8126.0,2.0,0.0,0.0,3,10,3530.0,0.0,2007,98033,47.6847,-122.2,2660.0,8126.0,0,163860.0
20849,4.0,3.5,3310.0,4684.0,2.0,0.0,0.0,3,9,2290.0,1020.0,2014,98116,47.57899999999999,-122.389,1850.0,4750.0,0,131418.0
20850,5.0,3.0,2620.0,5477.0,2.0,0.0,0.0,3,10,2620.0,0.0,2009,98115,47.6804,-122.288,1680.0,5217.0,0,138125.0
20851,3.0,2.25,1350.0,3582.0,2.0,0.0,0.0,3,8,1350.0,0.0,2010,98031,47.4214,-122.191,1940.0,3860.0,0,99688.0
20852,2.0,2.5,1741.0,1439.0,2.0,0.0,0.0,3,8,1446.0,295.0,2007,98034,47.7043,-122.209,2090.0,10454.0,0,117083.0
20853,3.0,2.5,1650.0,2201.0,3.0,0.0,0.0,3,8,1650.0,0.0,2007,98133,47.7108,-122.333,1650.0,1965.0,0,65833.0
20854,3.0,2.5,1890.0,6500.0,2.0,0.0,0.0,3,7,1890.0,0.0,2012,98074,47.6225,-122.05799999999999,2340.0,7500.0,0,180094.0
20855,3.0,3.0,1950.0,1833.0,3.0,0.0,0.0,3,9,1610.0,340.0,2009,98004,47.6078,-122.20200000000001,2040.0,2131.0,0,191774.0
20856,4.0,3.5,4490.0,5805.0,2.0,0.0,0.0,3,9,3390.0,1100.0,2006,98065,47.5389,-121.86,4410.0,6299.0,0,153611.0
20857,6.0,2.25,3206.0,5793.0,2.0,0.0,0.0,3,7,3206.0,0.0,2012,98032,47.369,-122.287,2527.0,5804.0,0,65062.0
20858,4.0,3.5,4130.0,77832.0,2.0,0.0,2.0,3,10,4130.0,0.0,2011,98042,47.3229,-122.045,4130.0,87476.0,0,106172.0
20859,5.0,3.0,2800.0,5700.0,2.0,0.0,0.0,3,8,2800.0,0.0,2014,98059,47.4969,-122.145,2910.0,5349.0,0,115859.0
20860,4.0,3.0,1984.0,4419.0,2.0,0.0,0.0,3,7,1984.0,0.0,2010,98002,47.3514,-122.213,2440.0,4418.0,0,65000.0
20861,4.0,2.5,2750.0,11830.0,2.0,0.0,0.0,3,9,2750.0,0.0,2014,98059,47.4698,-122.12100000000001,2310.0,11830.0,0,109301.0
20862,3.0,2.75,1740.0,5757.0,1.0,0.0,0.0,3,7,1740.0,0.0,2010,98022,47.1941,-121.979,2380.0,5647.0,0,100473.0
20863,4.0,2.25,1800.0,2752.0,2.0,0.0,0.0,3,8,1800.0,0.0,2014,98106,47.5167,-122.346,1650.0,2752.0,0,40125.0
20864,3.0,2.25,1540.0,1005.0,3.0,0.0,0.0,3,8,1540.0,0.0,2008,98103,47.6828,-122.346,1510.0,1501.0,0,153980.0
20865,4.0,2.25,2030.0,2222.0,2.0,0.0,0.0,3,9,1610.0,420.0,2015,98117,47.678999999999995,-122.375,1420.0,2222.0,0,153942.0
20866,4.0,2.5,3310.0,4839.0,2.0,0.0,0.0,3,9,3310.0,0.0,2007,98072,47.773,-122.161,3240.0,5280.0,0,119255.0
20867,3.0,1.5,1270.0,1416.0,3.0,0.0,0.0,3,8,1270.0,0.0,2007,98115,47.6988,-122.31700000000001,1270.0,1413.0,0,132396.0
20868,5.0,2.5,2406.0,7093.0,2.0,0.0,0.0,3,8,2406.0,0.0,2006,98001,47.2615,-122.25200000000001,1767.0,7093.0,0,56701.0
20869,2.0,2.25,1540.0,965.0,3.0,0.0,0.0,3,9,1540.0,0.0,2007,98122,47.6181,-122.318,1410.0,964.0,0,115370.0
20870,4.0,2.5,2820.0,6983.0,2.0,0.0,0.0,3,9,2820.0,0.0,2013,98001,47.2958,-122.265,2597.0,7222.0,0,73583.0
20871,5.0,2.5,2540.0,5100.0,2.0,0.0,0.0,3,7,2540.0,0.0,2014,98168,47.5123,-122.316,1400.0,9440.0,0,57273.0
20872,2.0,2.25,1230.0,989.0,3.0,0.0,0.0,3,8,1230.0,0.0,2007,98103,47.6975,-122.348,1230.0,1223.0,0,81204.0
20873,4.0,2.5,1900.0,2766.0,2.0,0.0,0.0,3,8,1900.0,0.0,2014,98106,47.543,-122.368,1900.0,2604.0,0,67617.0
20874,5.0,2.75,2920.0,6327.0,2.0,0.0,0.0,3,8,2920.0,0.0,2007,98059,47.4935,-122.145,2520.0,5026.0,0,115859.0
20875,3.0,2.5,1450.0,1053.0,2.0,0.0,0.0,3,8,940.0,510.0,2008,98107,47.6754,-122.374,1410.0,1080.0,0,153942.0
20876,4.0,3.0,5370.0,69848.0,2.0,0.0,0.0,3,10,3500.0,1870.0,2005,98042,47.3166,-122.046,4443.0,94403.0,0,106172.0
20877,3.0,2.0,1270.0,1333.0,3.0,0.0,0.0,3,8,1270.0,0.0,2006,98103,47.6933,-122.34200000000001,1330.0,1333.0,0,81204.0
20878,3.0,2.5,2550.0,5100.0,2.0,0.0,0.0,3,9,2550.0,0.0,2014,98115,47.6757,-122.32600000000001,1250.0,4080.0,0,121632.0
20879,4.0,3.0,3070.0,7150.0,2.0,0.0,0.0,3,9,3070.0,0.0,2007,98052,47.7079,-122.10700000000001,3200.0,6984.0,0,212961.0
20880,3.0,2.25,1450.0,4050.0,2.0,0.0,0.0,3,7,1450.0,0.0,2010,98038,47.367,-122.01899999999999,1660.0,3800.0,0,121696.0
20881,5.0,3.5,4230.0,16526.0,2.0,0.0,0.0,3,10,4230.0,0.0,2008,98004,47.5933,-122.199,3000.0,12362.0,0,191774.0
20882,4.0,2.5,3480.0,6262.0,2.0,0.0,0.0,3,9,3480.0,0.0,2003,98053,47.6857,-122.045,3490.0,6629.0,0,173940.0
20883,3.0,2.25,1490.0,974.0,2.0,0.0,0.0,3,7,1220.0,270.0,2009,98106,47.5567,-122.363,1490.0,1283.0,0,96410.0
20884,3.0,2.25,1200.0,1400.0,3.0,0.0,0.0,3,8,1200.0,0.0,2005,98133,47.7046,-122.35700000000001,1370.0,6552.0,0,101848.0
20885,3.0,2.5,2150.0,4332.0,2.0,0.0,0.0,3,8,2150.0,0.0,2013,98019,47.7373,-121.969,2140.0,4332.0,0,150500.0
20886,3.0,3.5,3690.0,8837.0,2.0,0.0,0.0,3,10,3690.0,0.0,2001,98065,47.5402,-121.876,3690.0,9585.0,0,153611.0
20887,4.0,2.5,1900.0,3301.0,2.0,0.0,0.0,3,7,1900.0,0.0,2007,98178,47.489,-122.249,1960.0,3379.0,0,54193.0
20888,4.0,3.25,1690.0,1321.0,2.0,0.0,0.0,3,8,1320.0,370.0,2014,98052,47.678000000000004,-122.117,3080.0,4558.0,0,126923.0
20889,4.0,2.75,2790.0,8853.0,2.0,0.0,0.0,3,8,2790.0,0.0,2013,98045,47.4842,-121.772,2790.0,8092.0,0,111186.0
20890,3.0,2.0,1936.0,6612.0,2.0,0.0,0.0,3,7,1936.0,0.0,2014,98001,47.2602,-122.24600000000001,1620.0,21600.0,0,56701.0
20891,2.0,2.25,1150.0,711.0,2.0,0.0,0.0,3,7,1150.0,0.0,2013,98027,47.5323,-122.07,1150.0,748.0,0,182870.0
20892,4.0,2.5,2040.0,22653.0,2.0,0.0,0.0,3,7,2040.0,0.0,2011,98168,47.4991,-122.29899999999999,2020.0,20502.0,0,49167.0
20893,4.0,2.5,2470.0,7539.0,2.0,0.0,0.0,3,9,2470.0,0.0,2006,98028,47.7407,-122.226,2580.0,7539.0,0,130139.0
20894,4.0,2.5,1890.0,4158.0,2.0,0.0,0.0,3,8,1890.0,0.0,2014,98042,47.343,-122.056,2720.0,4549.0,0,102350.0
20895,3.0,2.5,1626.0,1583.0,2.5,0.0,0.0,3,8,1419.0,207.0,2007,98122,47.6031,-122.309,1400.0,1583.0,0,114531.0
20896,4.0,2.5,2250.0,5306.0,2.0,0.0,0.0,3,8,2250.0,0.0,2012,98038,47.356,-122.057,2250.0,5306.0,0,102350.0
20897,3.0,2.25,1350.0,1234.0,2.0,0.0,0.0,3,7,1160.0,190.0,2007,98106,47.5565,-122.363,1420.0,1234.0,0,96410.0
20898,3.0,2.5,1460.0,1238.0,2.0,0.0,0.0,3,8,1200.0,260.0,2008,98107,47.6719,-122.374,1280.0,1257.0,0,117243.0
20899,3.0,2.5,2056.0,3564.0,2.0,0.0,0.0,3,7,2056.0,0.0,2014,98092,47.338,-122.181,2056.0,3577.0,0,114031.0
20900,2.0,2.5,1160.0,1458.0,2.0,0.0,0.0,3,8,1040.0,120.0,2012,98119,47.6384,-122.37299999999999,1650.0,2311.0,0,103558.0
20901,3.0,3.0,1384.0,1287.0,2.0,0.0,0.0,3,8,1144.0,240.0,2006,98102,47.6295,-122.32,1570.0,1288.0,0,147625.0
20902,2.0,1.5,1100.0,1107.0,3.0,0.0,0.0,3,8,1100.0,0.0,2008,98103,47.6584,-122.35,1110.0,2750.0,0,129297.0
20903,3.0,2.5,2456.0,7566.0,2.0,0.0,0.0,3,8,2456.0,0.0,2012,98023,47.297,-122.351,2478.0,7212.0,0,88636.0
20904,4.0,4.25,4500.0,215186.0,2.0,0.0,3.0,3,11,2630.0,1870.0,2009,98029,47.559,-122.045,3030.0,25447.0,0,127148.0
20905,4.0,3.25,3780.0,10099.0,1.0,0.0,1.0,3,11,2240.0,1540.0,2006,98006,47.5508,-122.19200000000001,3120.0,10669.0,0,134342.0
20906,2.0,2.5,1320.0,1157.0,2.0,0.0,0.0,3,8,990.0,330.0,2014,98107,47.6689,-122.363,1550.0,1519.0,0,127337.0
20907,4.0,3.0,5940.0,11533.0,2.0,0.0,4.0,3,11,4950.0,990.0,2004,98065,47.5443,-121.87,4240.0,12813.0,0,153611.0
20908,3.0,2.0,1650.0,5027.0,1.5,0.0,0.0,3,7,1650.0,0.0,2009,98065,47.515,-121.874,2430.0,6000.0,0,153611.0
20909,3.0,3.0,1670.0,4440.0,1.0,0.0,0.0,3,7,1670.0,0.0,2014,98022,47.1948,-121.975,1670.0,4622.0,0,100473.0
20910,3.0,3.25,1610.0,1275.0,2.0,0.0,0.0,3,8,1220.0,390.0,2005,98102,47.6236,-122.318,1750.0,3000.0,0,115370.0
20911,5.0,2.75,3370.0,10315.0,2.0,0.0,0.0,3,9,3370.0,0.0,2006,98059,47.4893,-122.146,3010.0,8296.0,0,115859.0
20912,4.0,2.5,2660.0,4082.0,2.0,0.0,0.0,3,7,2660.0,0.0,2010,98042,47.3414,-122.055,2390.0,4876.0,0,102350.0
20913,3.0,3.25,1690.0,1473.0,2.0,0.0,0.0,3,8,1380.0,310.0,2008,98109,47.6397,-122.345,1670.0,2594.0,0,200294.0
20914,3.0,2.25,1620.0,1062.0,3.0,0.0,0.0,3,8,1620.0,0.0,2014,98122,47.6051,-122.304,1560.0,1728.0,0,114531.0
20915,3.0,1.75,1300.0,958.0,2.0,0.0,0.0,3,7,840.0,460.0,2011,98108,47.5677,-122.314,1340.0,1254.0,0,76705.0
20916,4.0,2.5,1610.0,4052.0,2.0,0.0,0.0,3,7,1610.0,0.0,2013,98042,47.3603,-122.081,2110.0,4034.0,0,93203.0
20917,3.0,3.25,3530.0,4920.0,2.0,0.0,0.0,3,9,2660.0,870.0,2015,98109,47.64100000000001,-122.35700000000001,1900.0,4200.0,0,200294.0
20918,4.0,2.5,3550.0,8618.0,2.0,0.0,0.0,3,10,3550.0,0.0,2007,98052,47.6776,-122.161,1310.0,9746.0,0,130135.0
20919,3.0,3.0,1730.0,1755.0,3.0,0.0,0.0,3,8,1730.0,0.0,2014,98117,47.6944,-122.37700000000001,1830.0,1804.0,0,154792.0
20920,5.0,2.75,2400.0,4900.0,2.0,0.0,0.0,3,8,2400.0,0.0,2011,98038,47.355,-122.057,2110.0,5696.0,0,102350.0
20921,3.0,2.5,1420.0,1237.0,3.0,0.0,0.0,3,8,1420.0,0.0,2014,98107,47.674,-122.387,1510.0,2501.0,0,153942.0
20922,2.0,1.5,1220.0,1120.0,2.5,0.0,0.0,3,8,1110.0,110.0,2008,98199,47.6374,-122.38799999999999,2010.0,3175.0,0,103558.0
20923,4.0,2.25,2360.0,4000.0,2.0,0.0,0.0,3,9,2360.0,0.0,2013,98112,47.6198,-122.289,3040.0,4400.0,0,183611.0
20924,4.0,3.5,3990.0,11270.0,2.0,0.0,3.0,3,9,2930.0,1060.0,2007,98055,47.488,-122.225,1980.0,11328.0,0,61979.0
20925,3.0,2.5,1260.0,1211.0,3.0,0.0,0.0,3,8,1260.0,0.0,2004,98103,47.6969,-122.34299999999999,1270.0,1211.0,0,81204.0
20926,3.0,2.5,1580.0,2407.0,2.0,0.0,0.0,3,8,1580.0,0.0,2013,98126,47.5455,-122.368,1580.0,2212.0,0,67617.0
20927,3.0,2.5,1760.0,2688.0,2.0,0.0,0.0,3,7,1760.0,0.0,2005,98059,47.4903,-122.166,1760.0,2329.0,0,68653.0
20928,5.0,3.5,3420.0,4216.0,2.0,0.0,0.0,3,9,2520.0,900.0,2008,98115,47.6799,-122.304,1420.0,4500.0,0,129938.0
20929,5.0,2.75,2870.0,6593.0,2.0,0.0,0.0,3,9,2870.0,0.0,2006,98052,47.7075,-122.102,3150.0,6593.0,0,212961.0
20930,4.0,2.5,1934.0,5677.0,2.0,0.0,0.0,3,8,1934.0,0.0,2013,98001,47.2602,-122.25200000000001,1919.0,5049.0,0,56701.0
20931,3.0,1.5,1220.0,962.0,3.0,0.0,0.0,3,8,1220.0,0.0,2014,98107,47.674,-122.387,1510.0,2501.0,0,153942.0
20932,3.0,2.75,2450.0,5750.0,2.0,0.0,0.0,3,9,2450.0,0.0,2013,98065,47.5439,-121.86200000000001,3200.0,8036.0,0,153611.0
20933,3.0,3.25,1860.0,1787.0,3.0,0.0,0.0,3,8,1860.0,0.0,2007,98155,47.7563,-122.316,1830.0,1787.0,0,84554.0
20934,3.0,2.5,1500.0,1119.0,3.0,0.0,2.0,3,7,1110.0,0.0,2008,98109,47.6327,-122.346,1500.0,1057.0,0,142188.0
20935,2.0,1.75,1570.0,1108.0,3.0,0.0,0.0,3,9,1570.0,0.0,2007,98004,47.6215,-122.2,1940.0,1160.0,0,175395.0
20936,3.0,2.0,1280.0,960.0,2.0,0.0,0.0,3,9,1040.0,240.0,2014,98122,47.602,-122.311,1280.0,1173.0,0,114531.0
20937,3.0,2.5,3192.0,5653.0,2.0,0.0,0.0,3,8,3192.0,0.0,2014,98023,47.2956,-122.35,3000.0,5134.0,0,88636.0
20938,3.0,2.5,1690.0,1479.0,3.0,0.0,0.0,3,8,1420.0,270.0,2005,98122,47.6022,-122.311,1280.0,1253.0,0,114531.0
20939,2.0,2.5,1590.0,1426.0,2.0,0.0,0.0,3,8,1590.0,0.0,2014,98029,47.5441,-122.01299999999999,1590.0,1426.0,0,139094.0
20940,3.0,2.5,2870.0,7288.0,2.0,0.0,0.0,3,9,2870.0,0.0,2012,98011,47.7745,-122.225,2870.0,5998.0,0,108059.0
20941,4.0,2.5,2580.0,4818.0,2.0,0.0,0.0,3,8,2580.0,0.0,2005,98038,47.3607,-122.038,2570.0,5386.0,0,124185.0
20942,4.0,2.75,1830.0,3420.0,2.0,0.0,0.0,3,8,1830.0,0.0,2012,98198,47.36600000000001,-122.30799999999999,1813.0,3420.0,0,65759.0
20943,4.0,2.5,2927.0,6000.0,2.0,0.0,0.0,3,7,2927.0,0.0,2011,98042,47.3737,-122.16,2533.0,6000.0,0,98333.0
20944,3.0,1.5,1320.0,1250.0,3.0,0.0,0.0,3,8,1320.0,0.0,2008,98103,47.6536,-122.34100000000001,1560.0,1694.0,0,146125.0
20945,3.0,2.5,1720.0,3581.0,2.0,0.0,0.0,3,7,1720.0,0.0,2011,98053,47.6861,-122.01299999999999,1720.0,3600.0,0,173940.0
20946,2.0,1.0,828.0,4524.0,1.0,0.0,0.0,3,6,828.0,0.0,1968,98001,47.2655,-122.244,828.0,5402.0,1,56701.0
20947,3.0,1.5,1040.0,1264.0,2.0,0.0,0.0,3,9,900.0,140.0,2015,98144,47.5951,-122.301,1350.0,3000.0,0,105461.0
20948,4.0,2.75,2790.0,6685.0,2.0,0.0,0.0,3,8,2790.0,0.0,2014,98045,47.4838,-121.773,2790.0,6444.0,0,111186.0
20949,3.0,2.5,1410.0,1332.0,2.0,0.0,0.0,3,7,960.0,450.0,2014,98108,47.5683,-122.314,1410.0,1343.0,0,76705.0
20950,4.0,4.5,4040.0,8400.0,2.0,0.0,0.0,3,9,3220.0,820.0,2006,98052,47.7067,-122.131,3940.0,8400.0,0,212961.0
20951,4.0,3.5,3370.0,3634.0,2.0,0.0,0.0,3,9,2750.0,620.0,2007,98029,47.5519,-122.001,3200.0,3650.0,0,139094.0
20952,3.0,2.5,1660.0,3990.0,2.0,0.0,0.0,3,7,1660.0,0.0,2009,98118,47.5298,-122.26799999999999,1670.0,4050.0,0,50294.0
20953,2.0,1.75,910.0,2550.0,1.0,0.0,0.0,3,6,910.0,0.0,2004,98038,47.3494,-122.022,1310.0,2550.0,0,96682.0
20954,3.0,2.25,1280.0,959.0,3.0,0.0,0.0,3,8,1280.0,0.0,2005,98103,47.6914,-122.34299999999999,1130.0,1126.0,0,81204.0
20955,4.0,2.75,2360.0,4924.0,2.0,0.0,0.0,3,8,2360.0,0.0,2008,98028,47.7737,-122.235,2360.0,4670.0,0,108059.0
20956,3.0,2.5,2529.0,9653.0,2.0,0.0,0.0,3,7,2529.0,0.0,2012,98042,47.3738,-122.161,2533.0,6125.0,0,98333.0
20957,4.0,3.5,4700.0,10183.0,1.0,0.0,2.0,3,11,2660.0,2040.0,2002,98033,47.6728,-122.189,3770.0,9000.0,0,147125.0
20958,3.0,2.5,2780.0,275033.0,1.0,0.0,0.0,3,10,2780.0,0.0,2006,98045,47.4496,-121.766,1680.0,16340.0,0,105469.0
20959,4.0,2.75,3540.0,5500.0,2.0,0.0,0.0,3,9,3540.0,0.0,2014,98074,47.6181,-122.056,3540.0,5500.0,0,176950.0
20960,3.0,2.5,1580.0,1321.0,2.0,0.0,2.0,3,8,1080.0,500.0,2014,98107,47.6688,-122.402,1530.0,1357.0,0,104979.0
20961,3.0,2.5,1700.0,2250.0,2.0,0.0,0.0,3,7,1700.0,0.0,2014,98168,47.4914,-122.334,1520.0,4500.0,0,51786.0
